id,treatment,sex,sl,bd,region,size,resid
F3_P8_92,NP,M,39.09,7.34,tele_size,35.99490029,0.09315688
F3_P8_93,NP,F,37.65,6.92,tele_size,41.22895238,2.344080413
F3_P8_96,NP,M,40.04,7.44,tele_size,31.60839547,-0.239847513
F3_P8_97,NP,F,40.54,7.89,tele_size,36.30535368,1.42646674
F3_P8_98,NP,M,37.59,7.52,tele_size,32.83285027,2.023863304
F3_P7_51,NP,F,34.14,6.82,tele_size,23.16059046,-1.233764309
F3_P7_52,NP,M,38.05,7.27,tele_size,24.00753413,0.345835699
F3_P7_55,NP,M,34.64,6.68,tele_size,24.078351,-0.372247917
F3_P7_57,NP,M,32.8,6.88,tele_size,20.66793272,0.245082222
F3_P7_76,NP,M,36.2,7.35,tele_size,25.8360811,0.149816132
F3_P7_77,NP,F,37.27,7.32,tele_size,28.37758983,0.276430282
F3_P7_78,NP,F,52.4,10.38,tele_size,41.00350737,-0.16373226
F3_P7_79,NP,M,48,9.12,tele_size,38.01658489,-2.493738331
F3_P7_80,NP,M,50.79,10.02,tele_size,29.87037515,-2.198154801
F3_P7_83,NP,M,41.34,8.52,tele_size,34.52317019,1.141451438
F3_P7_87,NP,F,54.05,11.37,tele_size,53.28601803,-0.599814688
F3_P7_88,NP,M,44.51,8.9,tele_size,33.62421318,-0.323832224
F3_P7_89,NP,M,47.66,10.01,tele_size,36.20587805,-1.572733665
F3_P7_91,NP,F,48.17,10.28,tele_size,36.07291186,-2.509003157
F3_P7_92,NP,F,60.53,13.18,tele_size,56.91611235,2.025791924
F3_P7_94,NP,F,51.8,11.4,tele_size,49.81282453,-1.88374881
F3_P7_95,NP,F,55.24,11.47,tele_size,50.08888282,0.663875984
F3_P7_96,NP,F,50.54,10.81,tele_size,39.89282774,-2.041515061
F3_P7_98,NP,F,35.26,7.18,tele_size,26.15024627,-1.310293116
F3_P7_100,NP,M,37.05,7.09,tele_size,23.28553026,-1.068432552
F3_P10_79,P,M,47.19,8.92,optic_size,114.8833124,15.40624493
F3_P10_81,P,M,37.48,7.22,optic_size,75.94834062,-8.412248798
F3_P10_82,P,F,44.47,9.4,optic_size,117.0137472,21.77116172
F3_P10_83,P,F,44.95,8.51,optic_size,95.26010339,-0.729743597
F3_P10_84,P,F,36.91,7.93,optic_size,78.78829162,-4.68492473
F3_P10_85,P,M,38.08,7.53,optic_size,90.27649369,4.981827363
F3_P10_86,P,M,34.77,7.29,optic_size,88.56050369,8.418828338
F3_P10_88,P,M,43.34,8.29,optic_size,90.59764273,-2.885764538
F3_P10_89,P,F,32.37,6.44,optic_size,84.23917809,7.833810385
F3_P10_90,P,F,37.25,7.65,optic_size,75.19609283,-8.806433769
F3_P10_91,P,M,35.26,7.38,optic_size,91.74775082,10.84324599
F3_P10_92,P,M,39.25,7.53,optic_size,93.22314103,6.107024721
F3_P10_94,P,F,41.55,8.19,optic_size,97.5734568,6.876712318
F3_P10_95,P,F,40.27,7.49,optic_size,106.6247778,17.92073075
F3_P10_96,P,M,37.81,7.86,optic_size,78.75768489,-6.116646827
F3_P10_97,P,M,36.1,6.82,optic_size,62.49507106,-19.71714145
F3_P10_98,P,F,36.78,7.33,optic_size,75.02458764,-8.24624538
F3_P10_99,P,F,44.55,9.37,optic_size,96.08429777,0.717168726
F3_P10_100,P,F,42.66,8.85,optic_size,107.3814638,14.95667703
F3_P11_58,P,F,33.23,6.6,optic_size,71.15787073,-6.586340545
F3_P11_62,P,F,33.2,6.43,optic_size,65.93621406,-11.76129337
F3_P11_66,P,M,51.18,10.71,optic_size,67.85248976,-37.83618919
F3_P11_76,P,M,47.21,8.97,optic_size,97.43083179,-2.077371572
F3_P11_77,P,M,39.29,7.81,optic_size,101.5815769,14.40318883
F3_P11_80,P,M,51.64,10.55,optic_size,101.1710954,-5.233709213
F3_P11_87,P,M,40.35,8.02,optic_size,89.42155511,0.59296446
F3_P11_88,P,M,38.05,8.11,optic_size,62.59152778,-22.6564347
F3_P11_89,P,M,34.13,7.13,optic_size,71.20537576,-7.939950885
F3_P11_90,P,F,37.76,7.95,optic_size,98.9678073,14.17131532
F3_P11_91,P,F,36.61,6.88,optic_size,97.90601467,14.89983678
F3_P11_92,P,F,39.82,8.7,optic_size,82.32586791,-5.677621467
F3_P11_93,P,F,47.84,11.2,optic_size,109.8765671,9.387582995
F3_P11_94,P,M,55.78,11.2,optic_size,129.0817369,16.23180158
F3_P11_95,P,F,35.22,7.07,optic_size,76.34730341,-4.494929626
F3_P11_96,P,M,47.48,9.57,optic_size,137.0907288,37.1621908
F3_P11_97,P,M,49.32,9.75,optic_size,106.7268105,3.933769999
F3_P11_98,P,F,45.15,9.46,optic_size,96.42978362,0.128577663
F3_P11_99,P,F,37.39,7.57,optic_size,86.61753373,2.397055849
F3_P11_100,P,F,37.1,7.82,optic_size,89.72490481,5.955897445
F3_P12_51,P,F,37.13,7.16,optic_size,81.81119995,-2.004511266
F3_P12_54,P,F,38.63,7.69,optic_size,78.66687992,-7.484023584
F3_P12_57,P,F,46.46,9.56,optic_size,122.5956887,24.25508145
F3_P12_61,P,F,47.35,9.31,optic_size,123.9076562,24.18150154
F3_P12_63,P,F,43.3,8.4,optic_size,96.45023621,3.029100732
F3_P12_67,P,F,42.5,8.55,optic_size,118.8898932,26.71419364
F3_P12_72,P,M,39.22,7.18,optic_size,86.95461237,-0.114800091
F3_P12_74,P,F,36.79,7.38,optic_size,78.416202,-4.870198964
F3_P12_75,P,F,37.09,7.4,optic_size,63.79698072,-19.9564587
F3_P12_76,P,M,47.59,8.9,optic_size,77.66117898,-22.43860643
F3_P12_80,P,M,49.51,9.43,optic_size,114.2682803,11.17944878
F3_P12_88,P,F,39.77,7.67,optic_size,55.41940827,-32.50624137
F3_P12_89,P,M,40.42,7.82,optic_size,92.35618509,3.4186188
F3_P12_91,P,M,44.65,8.66,optic_size,112.0535692,16.53076063
F3_P12_92,P,M,36.79,6.95,optic_size,46.82465683,-36.46174413
F3_P12_93,P,F,47.05,9.85,optic_size,77.13018144,-22.12893475
F3_P12_94,P,M,45.91,8.59,optic_size,69.0616949,-28.42267516
F3_P12_96,P,M,51.61,9.37,optic_size,60.49897598,-45.85912475
F3_P12_100,P,M,37.64,7.09,optic_size,98.08976579,13.48008919
F3_P13_54,P,F,38.7,7.96,optic_size,71.61438277,-14.64549637
F3_P13_58,P,F,38.18,8.13,optic_size,76.63516674,-8.815179079
F3_P13_61,P,F,39.22,7.57,optic_size,68.85336809,-18.21604438
F3_P13_64,P,M,35.13,7.19,optic_size,91.19113252,10.48901102
F3_P13_67,P,F,30.98,6.16,optic_size,49.51587886,-24.72554399
F3_P13_69,P,M,44.64,9.51,optic_size,67.26255862,-28.24468196
F3_P13_71,P,M,43.14,9.17,optic_size,76.14585038,-17.02619792
F3_P13_79,P,M,62.37,12.67,optic_size,42.5477668,-80.56144659
F3_P13_80,P,F,46.61,9.71,optic_size,89.95493794,-8.619188514
F3_P13_81,P,F,40.39,7.83,optic_size,60.73031558,-28.16054686
F3_P13_82,P,M,41.42,8.61,optic_size,58.24159776,-32.25276338
F3_P13_84,P,M,36.15,7.15,optic_size,55.53382983,-26.75622242
F3_P13_88,P,M,55.64,11.56,optic_size,82.90658324,-29.72540076
F3_P13_89,P,M,55.08,11.26,optic_size,67.72131356,-44.03886532
F3_P13_91,P,F,41.57,8.43,optic_size,50.47719452,-40.25068585
F3_P13_92,P,F,42.09,8.81,optic_size,76.4613782,-15.0760355
F3_P13_94,P,F,46.96,9.69,optic_size,96.55838255,-2.5606221
F3_P13_95,P,M,45.71,9.83,optic_size,83.30571486,-13.86729622
F3_P13_97,P,M,39.95,8.49,optic_size,72.20345838,-16.00241433
F3_P13_100,P,M,46.98,10.08,optic_size,98.87988237,-0.270258181
F3_P14_76,NP,M,43.52,9.22,optic_size,154.9856374,61.22200705
F3_P14_77,NP,M,47.02,9.47,optic_size,137.6555223,38.44310996
F3_P14_80,NP,M,42.4,8.1,optic_size,101.8158872,9.795867111
F3_P14_82,NP,F,48.86,10.19,optic_size,119.9190586,17.84214368
F3_P14_83,NP,F,31.36,6.46,optic_size,77.12859033,2.295585439
F3_P14_84,NP,F,34.03,6.59,optic_size,72.42314447,-6.566502691
F3_P14_85,NP,F,43.03,8.46,optic_size,115.4660854,22.46528455
F3_P14_86,NP,M,49.95,10,optic_size,137.6477695,33.87394824
F3_P14_88,NP,F,42.51,8.51,optic_size,124.7878328,32.59656522
F3_P14_89,NP,F,45.32,8.63,optic_size,114.8757644,18.30990331
F3_P14_90,NP,F,38.87,7.63,optic_size,109.3434656,22.81893134
F3_P14_91,NP,F,39.43,8.47,optic_size,106.5350227,19.13868332
F3_P14_93,NP,F,43.57,8.95,optic_size,121.970557,28.12908689
F3_P14_94,NP,M,43.4,8.03,optic_size,107.7513285,14.17451356
F3_P14_95,NP,M,40.1,8.14,optic_size,81.18849496,-7.250896973
F3_P14_97,NP,F,42.45,8.69,optic_size,102.4182233,10.32036344
F3_P14_98,NP,M,40.7,8.03,optic_size,95.82524864,6.451779788
F3_P14_99,NP,M,42.33,8.82,optic_size,98.18455277,6.273508299
F3_P14_100,NP,M,46.23,9.89,optic_size,98.30591253,0.323368128
F3_P5_53,NP,M,33.53,6.1,optic_size,81.74675412,3.535504387
F3_P5_54,NP,F,27.91,5.39,optic_size,61.74921183,-7.712850808
F3_P5_56,NP,M,28.05,5.66,optic_size,114.9398606,45.25984664
F3_P5_58,NP,F,26.94,5.23,optic_size,87.9627566,20.01078497
F3_P5_61,NP,M,37.97,6.69,optic_size,85.21887348,0.095454583
F3_P5_64,NP,M,26.05,5.77,optic_size,79.54289486,12.97647066
F3_P5_65,NP,M,34.8,6.8,optic_size,78.74445706,-1.443922144
F3_P5_78,NP,F,33.35,6.23,optic_size,75.94785049,-1.983176168
F3_P5_82,NP,F,32.48,6.89,optic_size,79.09943311,2.522817974
F3_P5_84,NP,F,34.78,7.08,optic_size,79.04820205,-1.109041257
F3_P5_87,NP,F,37.86,7.47,optic_size,83.20202854,-1.750142916
F3_P5_89,NP,F,37.69,7.19,optic_size,87.33904609,2.651529754
F3_P5_91,NP,F,42.89,8.75,optic_size,114.3450763,21.56222668
F3_P5_93,NP,F,34.51,6.59,optic_size,70.15809602,-9.578812676
F3_P5_94,NP,M,34.11,6.53,optic_size,67.25192982,-11.86226093
F3_P5_95,NP,F,35.33,6.4,optic_size,65.49280166,-15.52067882
F3_P5_97,NP,M,39.55,7.08,optic_size,76.90199741,-10.68115736
F3_P5_98,NP,M,39.95,7.98,optic_size,112.0083208,23.80244805
F3_P5_99,NP,M,37.63,6.89,optic_size,72.9865846,-11.60752404
F3_P5_100,NP,M,36.41,6.41,optic_size,84.53766001,1.842841096
F3_P6_52,NP,M,30.89,5.96,optic_size,61.78293684,-12.31837447
F3_P6_54,NP,F,30.6,6.35,optic_size,105.0486065,31.39876565
F3_P6_57,NP,M,31.22,6.51,optic_size,62.16013197,-12.45492164
F3_P6_58,NP,M,35.13,7.23,optic_size,57.90711533,-22.79500617
F3_P6_64,NP,M,44.26,9.49,optic_size,115.7230923,20.8074338
F3_P6_69,NP,F,37.53,7.06,optic_size,93.72149476,9.283065607
F3_P6_72,NP,M,35.74,7.47,optic_size,87.97148652,6.31972015
F3_P6_73,NP,M,36.73,7.29,optic_size,76.85289179,-6.340101478
F3_P6_75,NP,F,28.91,6.07,optic_size,68.34391861,-2.674938891
F3_P6_76,NP,F,35.24,7.1,optic_size,132.5409483,51.66757937
F3_P6_77,NP,F,42.91,8.68,optic_size,124.5223719,31.70838641
F3_P6_91,NP,F,37.53,7.42,optic_size,92.84341009,8.404980932
F3_P6_92,NP,F,42.89,8.22,optic_size,106.5277327,13.74488313
F3_P6_94,NP,F,42,8.61,optic_size,81.74139623,-9.655905937
F3_P6_95,NP,F,34.06,7.02,optic_size,57.78156719,-21.25478382
F3_P6_97,NP,M,43.39,8.19,optic_size,111.6254017,18.06415472
F3_P6_98,NP,M,35.95,7.03,optic_size,76.73566936,-5.243023928
F3_P6_99,NP,F,39.34,7.7,optic_size,95.35839282,8.102164977
F3_P6_100,NP,M,39.78,7.61,optic_size,95.82042026,7.879202681
F3_P7_65,P,F,35.27,6.86,optic_size,64.87612741,-16.04394537
F3_P7_66,P,M,43.89,8.9,optic_size,80.94394953,-13.39569491
F3_P7_67,P,M,41.6,8.54,optic_size,116.6399433,25.86535909
F3_P7_68,P,M,40.67,8.29,optic_size,87.96603426,-1.360730744
F3_P7_69,P,M,43.51,8.52,optic_size,93.41858951,-0.329472885
F3_P7_70,P,M,44.67,9.81,optic_size,112.3786455,16.82470106
F3_P7_71,P,F,36.16,7.09,optic_size,78.90383174,-3.401788469
F3_P7_74,P,M,41.23,7.92,optic_size,69.5940729,-20.60449722
F3_P7_75,P,M,47,9.55,optic_size,93.33290873,-5.848367716
F3_P7_83,P,F,38.06,7.45,optic_size,86.14248274,0.878952303
F3_P7_84,P,F,42.17,8.37,optic_size,105.6830951,14.02113776
F3_P7_85,P,F,45.45,9.07,optic_size,119.587941,22.81969658
F3_P7_93,P,F,39.14,7.9,optic_size,93.36317464,6.418305763
F3_P7_94,P,M,37.67,7.24,optic_size,81.25630262,-3.400077818
F3_P7_95,P,F,40.19,7.85,optic_size,72.45790237,-16.1216011
F3_P7_96,P,F,43.85,9.27,optic_size,108.5882748,14.31090213
F3_P7_97,P,F,38.84,7.47,optic_size,72.01900369,-14.45882673
F3_P7_98,P,F,39.64,7.93,optic_size,86.16925352,-1.554012786
F3_P7_99,P,M,51.05,10.19,optic_size,122.8564064,17.37011078
F3_P8_51,NP,M,30.37,5.6,optic_size,44.78104138,-28.5107366
F3_P8_52,NP,M,36.1,6.56,optic_size,75.12849165,-7.083720865
F3_P8_58,NP,M,37.42,7.8,optic_size,73.11154994,-11.15563179
F3_P8_63,NP,M,35.71,6.43,optic_size,68.32383891,-13.28122361
F3_P8_64,NP,F,32.1,5.64,optic_size,66.14385711,-9.841175976
F3_P8_66,NP,M,32.58,6.14,optic_size,65.02404447,-11.70825015
F3_P8_69,NP,F,37.47,7.3,optic_size,70.31691367,-14.0281078
F3_P8_73,NP,M,41.37,7.95,optic_size,87.77535146,-2.641169941
F3_P8_74,NP,F,31.37,5.88,optic_size,45.01700748,-29.83156537
F3_P8_75,NP,F,32.02,6.36,optic_size,66.0802814,-9.780208099
F3_P8_83,NP,F,40.91,7.62,optic_size,101.3987668,11.69837106
F3_P8_84,NP,F,35.25,7.45,optic_size,94.20369817,13.31476128
F3_P8_86,NP,F,37.69,7.33,optic_size,126.338961,41.65144466
F3_P8_87,NP,F,40.69,7.51,optic_size,96.25960219,6.901701289
F3_P8_90,NP,F,40.23,7.7,optic_size,112.5769481,23.93517283
F3_P8_91,NP,M,43.72,8.75,optic_size,107.0526475,12.9776582
F3_P8_92,NP,M,39.09,7.34,optic_size,98.62080899,11.75377985
F3_P8_93,NP,F,37.65,6.92,optic_size,101.8835914,17.25834682
F3_P8_96,NP,M,40.04,7.44,optic_size,88.57905016,0.233065912
F3_P8_97,NP,F,40.54,7.89,optic_size,103.2731869,14.14880525
F3_P8_98,NP,M,37.59,7.52,optic_size,96.74943843,12.21760158
F3_P9_51,NP,F,34.14,6.82,optic_size,57.47579605,-21.68509855
F3_P9_52,NP,M,38.05,7.27,optic_size,68.64310674,-16.60485574
F3_P9_55,NP,M,34.64,6.68,optic_size,80.18009942,0.240807394
F3_P9_57,NP,M,32.8,6.88,optic_size,67.97878573,-9.096003758
F3_P9_76,NP,M,36.2,7.35,optic_size,67.73575797,-14.63213402
F3_P9_77,NP,F,37.27,7.32,optic_size,76.52105669,-7.512605807
F3_P9_78,NP,F,52.4,10.38,optic_size,93.2109082,-14.37706046
F3_P9_79,NP,M,48,9.12,optic_size,85.49807315,-15.23999815
F3_P9_80,NP,M,50.79,10.02,optic_size,82.28948272,-22.79204623
F3_P9_83,NP,M,41.34,8.52,optic_size,101.3680329,10.99821535
F3_P9_87,NP,F,54.05,11.37,optic_size,128.4630506,18.30637043
F3_P9_88,NP,M,44.51,8.9,optic_size,105.5051614,10.20030412
F3_P9_89,NP,M,47.66,10.01,optic_size,84.94031984,-15.26844121
F3_P9_91,NP,F,48.17,10.28,optic_size,90.45369415,-10.54903227
F3_P9_92,NP,F,60.53,13.18,optic_size,147.6575521,27.41284124
F3_P9_94,NP,F,51.8,11.4,optic_size,134.2482281,27.59433636
F3_P9_95,NP,F,55.24,11.47,optic_size,101.0056019,-11.00366413
F3_P9_96,NP,F,50.54,10.81,optic_size,98.5217799,-6.170550336
F3_P9_98,NP,F,35.26,7.18,optic_size,81.14448201,0.23997718
F3_P9_100,NP,M,37.05,7.09,optic_size,64.64962839,-19.04153924
F3_P10_79,P,M,47.19,8.92,cere_size,54.37547216,3.878396102
F3_P10_81,P,M,37.48,7.22,cere_size,34.61848481,-1.707063106
F3_P10_82,P,F,44.47,9.4,cere_size,49.55301125,6.938882989
F3_P10_83,P,F,44.95,8.51,cere_size,56.64398305,4.368884919
F3_P10_84,P,F,36.91,7.93,cere_size,36.84031879,-0.081585785
F3_P10_85,P,M,38.08,7.53,cere_size,41.31401449,1.339352434
F3_P10_86,P,M,34.77,7.29,cere_size,45.37062851,4.104848334
F3_P10_88,P,M,43.34,8.29,cere_size,49.10103273,-3.636307089
F3_P10_89,P,F,32.37,6.44,cere_size,39.60853165,4.121758403
F3_P10_90,P,F,37.25,7.65,cere_size,42.77666725,3.096856828
F3_P10_91,P,M,35.26,7.38,cere_size,42.07549904,3.73377377
F3_P10_92,P,M,39.25,7.53,cere_size,42.69796998,-0.285302591
F3_P10_94,P,F,41.55,8.19,cere_size,41.2160257,4.146805621
F3_P10_95,P,F,40.27,7.49,cere_size,0,7.211590484
F3_P10_96,P,M,37.81,7.86,cere_size,38.72439785,-0.270471912
F3_P10_97,P,M,36.1,6.82,cere_size,28.21030021,-10.33788818
F3_P10_98,P,F,36.78,7.33,cere_size,33.35368359,-2.141050296
F3_P10_99,P,F,44.55,9.37,cere_size,46.73191364,-0.141835822
F3_P10_100,P,F,42.66,8.85,cere_size,55.01461807,4.583995641
F3_P11_58,P,F,33.23,6.6,cere_size,30.02469734,-2.948414721
F3_P11_62,P,F,33.2,6.43,cere_size,26.64982838,-4.25726256
F3_P11_66,P,M,51.18,10.71,cere_size,27.72155338,-19.96755376
F3_P11_76,P,M,47.21,8.97,cere_size,45.31763222,-1.00941793
F3_P11_77,P,M,39.29,7.81,cere_size,41.02337669,1.968880719
F3_P11_80,P,M,51.64,10.55,cere_size,49.81322589,-2.920642385
F3_P11_87,P,M,40.35,8.02,cere_size,36.65358798,4.265823832
F3_P11_88,P,M,38.05,8.11,cere_size,22.87868445,-10.69239497
F3_P11_89,P,M,34.13,7.13,cere_size,26.83807059,-5.957935747
F3_P11_90,P,F,37.76,7.95,cere_size,42.93954117,4.754314817
F3_P11_91,P,F,36.61,6.88,cere_size,39.06378839,7.408382074
F3_P11_92,P,F,39.82,8.7,cere_size,32.41052874,-1.97094852
F3_P11_93,P,F,47.84,11.2,cere_size,54.48884406,11.42971741
F3_P11_94,P,M,55.78,11.2,cere_size,53.77203524,6.592150323
F3_P11_95,P,F,35.22,7.07,cere_size,34.62862963,-1.871179759
F3_P11_96,P,M,47.48,9.57,cere_size,63.1798385,10.85002646
F3_P11_97,P,M,49.32,9.75,cere_size,46.4362937,1.870103938
F3_P11_98,P,F,45.15,9.46,cere_size,46.24805624,0.604067504
F3_P11_99,P,F,37.39,7.57,cere_size,31.92997875,-2.90153153
F3_P11_100,P,F,37.1,7.82,cere_size,33.34158951,2.076534476
F3_P12_51,P,F,37.13,7.16,cere_size,33.67761936,-0.618716428
F3_P12_54,P,F,38.63,7.69,cere_size,32.28989783,-7.011742666
F3_P12_57,P,F,46.46,9.56,cere_size,56.21654,18.44256709
F3_P12_61,P,F,47.35,9.31,cere_size,53.90123956,9.303371231
F3_P12_63,P,F,43.3,8.4,cere_size,45.32371401,-5.814161098
F3_P12_67,P,F,42.5,8.55,cere_size,49.95158666,1.862790548
F3_P12_72,P,M,39.22,7.18,cere_size,34.96066607,-6.63734438
F3_P12_74,P,F,36.79,7.38,cere_size,36.65082173,-4.069830271
F3_P12_75,P,F,37.09,7.4,cere_size,28.77869688,-6.837936491
F3_P12_76,P,M,47.59,8.9,cere_size,31.59027717,-6.180265251
F3_P12_80,P,M,49.51,9.43,cere_size,58.15634623,2.357940238
F3_P12_88,P,F,39.77,7.67,cere_size,25.97318233,-12.24212888
F3_P12_89,P,M,40.42,7.82,cere_size,35.09555662,-4.957617827
F3_P12_91,P,M,44.65,8.66,cere_size,55.34985748,3.433599243
F3_P12_92,P,M,36.79,6.95,cere_size,19.61083287,-13.57255481
F3_P12_93,P,F,47.05,9.85,cere_size,32.99122891,-8.30038095
F3_P12_94,P,M,45.91,8.59,cere_size,32.93992704,-9.07806982
F3_P12_96,P,M,51.61,9.37,cere_size,30.60779067,-17.68416962
F3_P12_100,P,M,37.64,7.09,cere_size,42.11865553,-3.695149695
F3_P13_54,P,F,38.7,7.96,cere_size,37.68297623,-1.987145058
F3_P13_58,P,F,38.18,8.13,cere_size,32.5257167,-5.821591628
F3_P13_61,P,F,39.22,7.57,cere_size,29.30373208,-8.708408065
F3_P13_64,P,M,35.13,7.19,cere_size,35.63861762,2.416413756
F3_P13_67,P,F,30.98,6.16,cere_size,15.75270783,-8.181300015
F3_P13_69,P,M,44.64,9.51,cere_size,31.7489874,-11.36020515
F3_P13_71,P,M,43.14,9.17,cere_size,33.72294898,-1.151978062
F3_P13_79,P,M,62.37,12.67,cere_size,16.24567156,-32.4806302
F3_P13_80,P,F,46.61,9.71,cere_size,39.61368261,3.548466248
F3_P13_81,P,F,40.39,7.83,cere_size,23.61638242,-11.63640062
F3_P13_82,P,M,41.42,8.61,cere_size,25.84125311,-11.73785456
F3_P13_84,P,M,36.15,7.15,cere_size,20.58307815,-9.864912485
F3_P13_88,P,M,55.64,11.56,cere_size,34.03974077,-10.51568083
F3_P13_89,P,M,55.08,11.26,cere_size,34.81387339,-11.45677877
F3_P13_91,P,F,41.57,8.43,cere_size,18.87741399,-13.9430249
F3_P13_92,P,F,42.09,8.81,cere_size,29.26759188,-6.962559223
F3_P13_94,P,F,46.96,9.69,cere_size,38.98965217,-0.92004675
F3_P13_95,P,M,45.71,9.83,cere_size,31.25776872,-6.20318464
F3_P13_97,P,M,39.95,8.49,cere_size,32.60461523,-7.84386314
F3_P13_100,P,M,46.98,10.08,cere_size,59.09914808,2.674349672
F3_P14_76,NP,M,43.52,9.22,cere_size,76.98751822,15.61575028
F3_P14_77,NP,M,47.02,9.47,cere_size,61.33389268,11.21610291
F3_P14_80,NP,M,42.4,8.1,cere_size,47.10754622,0.499983365
F3_P14_82,NP,F,48.86,10.19,cere_size,49.11735978,6.350659104
F3_P14_83,NP,F,31.36,6.46,cere_size,33.95772126,-3.409535685
F3_P14_84,NP,F,34.03,6.59,cere_size,33.99872761,-2.260467516
F3_P14_85,NP,F,43.03,8.46,cere_size,53.98310097,7.704702271
F3_P14_86,NP,M,49.95,10,cere_size,64.27604616,4.461757361
F3_P14_88,NP,F,42.51,8.51,cere_size,43.8726491,18.1343894
F3_P14_89,NP,F,45.32,8.63,cere_size,47.66822508,2.203867318
F3_P14_90,NP,F,38.87,7.63,cere_size,44.09121128,5.230195956
F3_P14_91,NP,F,39.43,8.47,cere_size,49.82667914,11.04599247
F3_P14_93,NP,F,43.57,8.95,cere_size,59.54887991,9.608146468
F3_P14_94,NP,M,43.4,8.03,cere_size,49.55671426,1.803365319
F3_P14_95,NP,M,40.1,8.14,cere_size,31.23460662,-3.442180175
F3_P14_97,NP,F,42.45,8.69,cere_size,51.31802192,4.323080204
F3_P14_98,NP,M,40.7,8.03,cere_size,49.74036372,3.612270052
F3_P14_99,NP,M,42.33,8.82,cere_size,38.5542093,-0.063587427
F3_P14_100,NP,M,46.23,9.89,cere_size,41.82251377,-0.333114594
F3_P5_53,NP,M,33.53,6.1,cere_size,39.74342912,2.822273915
F3_P5_54,NP,F,27.91,5.39,cere_size,23.21159937,1.57196975
F3_P5_56,NP,M,28.05,5.66,cere_size,73.09314602,28.42105652
F3_P5_58,NP,F,26.94,5.23,cere_size,39.0318274,9.235095785
F3_P5_61,NP,M,37.97,6.69,cere_size,29.69434602,-1.891445536
F3_P5_64,NP,M,26.05,5.77,cere_size,32.83646079,7.382454351
F3_P5_65,NP,M,34.8,6.8,cere_size,33.64619004,-4.315168071
F3_P5_78,NP,F,33.35,6.23,cere_size,30.29550697,-2.201044741
F3_P5_82,NP,F,32.48,6.89,cere_size,27.79329607,-3.582657527
F3_P5_84,NP,F,34.78,7.08,cere_size,28.28908691,3.130866988
F3_P5_87,NP,F,37.86,7.47,cere_size,32.74674009,1.976941198
F3_P5_89,NP,F,37.69,7.19,cere_size,42.46816895,2.936421976
F3_P5_91,NP,F,42.89,8.75,cere_size,51.30668044,2.681550404
F3_P5_93,NP,F,34.51,6.59,cere_size,25.28476495,-0.125703367
F3_P5_94,NP,M,34.11,6.53,cere_size,30.6740447,-6.648549391
F3_P5_95,NP,F,35.33,6.4,cere_size,29.60726823,-2.485333071
F3_P5_97,NP,M,39.55,7.08,cere_size,33.08536517,-2.582973765
F3_P5_98,NP,M,39.95,7.98,cere_size,49.95378002,6.099437791
F3_P5_99,NP,M,37.63,6.89,cere_size,31.73427971,-0.717423289
F3_P5_100,NP,M,36.41,6.41,cere_size,31.46990431,-0.347138905
F3_P6_52,NP,M,30.89,5.96,cere_size,23.03009798,-2.673906003
F3_P6_54,NP,F,30.6,6.35,cere_size,40.71562121,10.76044824
F3_P6_57,NP,M,31.22,6.51,cere_size,27.09766982,-4.305135635
F3_P6_58,NP,M,35.13,7.23,cere_size,20.98380834,-10.07341469
F3_P6_64,NP,M,44.26,9.49,cere_size,48.61618781,4.502809617
F3_P6_69,NP,F,37.53,7.06,cere_size,44.40863488,9.622981288
F3_P6_72,NP,M,35.74,7.47,cere_size,38.18287537,5.605240668
F3_P6_73,NP,M,36.73,7.29,cere_size,36.60982922,-1.692047323
F3_P6_75,NP,F,28.91,6.07,cere_size,26.5150873,0.324411981
F3_P6_76,NP,F,35.24,7.1,cere_size,56.00521893,29.00713288
F3_P6_77,NP,F,42.91,8.68,cere_size,53.90428669,14.67580597
F3_P6_91,NP,F,37.53,7.42,cere_size,41.58941286,3.962582564
F3_P6_92,NP,F,42.89,8.22,cere_size,47.34691729,10.35805286
F3_P6_94,NP,F,42,8.61,cere_size,35.29866467,0.658458466
F3_P6_95,NP,F,34.06,7.02,cere_size,23.62020054,-6.021016671
F3_P6_97,NP,M,43.39,8.19,cere_size,45.66768338,3.425090185
F3_P6_98,NP,M,35.95,7.03,cere_size,32.5557722,-7.403812299
F3_P6_99,NP,F,39.34,7.7,cere_size,37.85923745,10.49310903
F3_P6_100,NP,M,39.78,7.61,cere_size,38.36654666,-0.245412582
F3_P7_65,P,F,35.27,6.86,cere_size,36.68714891,-1.739020716
F3_P7_66,P,M,43.89,8.9,cere_size,25.95835394,-10.48809969
F3_P7_67,P,M,41.6,8.54,cere_size,48.87128434,0.53001454
F3_P7_68,P,M,40.67,8.29,cere_size,37.72617719,-6.245390859
F3_P7_69,P,M,43.51,8.52,cere_size,42.16431848,5.354591648
F3_P7_70,P,M,44.67,9.81,cere_size,50.21145354,5.052363518
F3_P7_71,P,F,36.16,7.09,cere_size,32.29887904,1.116177776
F3_P7_74,P,M,41.23,7.92,cere_size,28.73469701,-11.80693
F3_P7_75,P,M,47,9.55,cere_size,40.5965423,-1.02877862
F3_P7_83,P,F,38.06,7.45,cere_size,37.09486252,-1.120804812
F3_P7_84,P,F,42.17,8.37,cere_size,40.14558349,5.349874519
